id,label_lb,description_lb,class_id,class_label_lb,ner_tag
Q26993,Theodor Storm,däitsche Schrëftsteller,Q5,Mënsch,PER
Q27104,Anastasia Russkikh,Badmintonspillerin,Q5,Mënsch,PER
Q27105,Tsai Chia-hsin,Badmintonspiller,Q5,Mënsch,PER
Q27122,Luboš Kohoutek,tschecheschen Astronom,Q5,Mënsch,PER
Q27167,Ann Druyan,amerikanesch Schrëftstellerin,Q5,Mënsch,PER
Q27214,Jerry Springer,amerikanesche Politiker (1944–2023),Q5,Mënsch,PER
Q27372,Sarah Walker,Badmintonspillerin,Q5,Mënsch,PER
Q27476,Florian Thauvin,foussballspiller,Q5,Mënsch,PER
Q27478,Gilles Cioni,foussballspiller,Q5,Mënsch,PER
Q27481,Gaël Angoula,foussballspiller,Q5,Mënsch,PER
Q27482,Maka Mary,foussballspiller,Q5,Mënsch,PER
Q27517,Yassin El-Azzouzi,foussballspiller,Q5,Mënsch,PER
Q27526,David Gigliotti,foussballspiller,Q5,Mënsch,PER
Q27528,Sambou Yatabaré,foussballspiller,Q5,Mënsch,PER
Q27572,Patrick Ebert,foussballspiller,Q5,Mënsch,PER
Q27649,Jérôme Rothen,foussballspiller,Q5,Mënsch,PER
Q27677,Kathleen Sebelius,amerikanesch Politikerin,Q5,Mënsch,PER
Q27696,Toifilou Maoulida,foussballspiller,Q5,Mënsch,PER
Q27733,Julien Sablé,foussballspiller,Q5,Mënsch,PER
Q27764,Louis Antoine de Saint-Just,franséische Politiker,Q5,Mënsch,PER
Q27770,Sylvain Marchal,foussballspiller,Q5,Mënsch,PER
Q27787,Johan Cavalli,foussballspiller,Q5,Mënsch,PER
Q27789,Yannick Cahuzac,foussballspiller,Q5,Mënsch,PER
Q27791,François Marque,foussballspiller,Q5,Mënsch,PER
Q27794,Wahbi Khazri,foussballspiller,Q5,Mënsch,PER
Q27800,Fousseni Diawara,foussballspiller,Q5,Mënsch,PER
Q27805,Arnaud Maire,foussballspiller,Q5,Mënsch,PER
Q27808,Jérémy Choplin,foussballspiller,Q5,Mënsch,PER
Q27812,Matthieu Sans,foussballspiller,Q5,Mënsch,PER
Q27819,Julian Palmieri,foussballspiller,Q5,Mënsch,PER
Q27822,Paul Lasne,foussballspiller,Q5,Mënsch,PER
Q27839,Alex Dupont,foussballspiller,Q5,Mënsch,PER
Q27843,Christophe Vincent,foussballspiller,Q5,Mënsch,PER
Q27845,Salim Moizini,foussballspiller,Q5,Mënsch,PER
Q27854,David Oberhauser,foussballspiller,Q5,Mënsch,PER
Q27856,Anthony Lippini,foussballspiller,Q5,Mënsch,PER
Q27865,Gaëtan Varenne,foussballspiller,Q5,Mënsch,PER
Q27873,Joseph Barbato,foussballspiller,Q5,Mënsch,PER
Q27886,Landry Bonnefoi,foussballspiller,Q5,Mënsch,PER
Q28054,Judi Dench,brittesch Schauspillerin,Q5,Mënsch,PER
Q28152,Hark Bohm,"däitsche Schauspiller, Dréibuchauteur, Filmregisseur a -produzent",Q5,Mënsch,PER
Q28463,Bérénice Marlohe,franséisch Schauspillerin,Q5,Mënsch,PER
Q28487,Bérénice Bejo,franséisch Schauspillerin,Q5,Mënsch,PER
Q28494,Heinrich von Kleist,däitsche Schrëftsteller,Q5,Mënsch,PER
Q28497,Marc Forster,däitsch-Schwäizer Filmregisseur,Q5,Mënsch,PER
Q28556,Michel Hazanavicius,franséische Film- an Televisiounsregisseur an Dréibuchauteur,Q5,Mënsch,PER
Q28858,Ludwig Rellstab,däitsche Jounalist,Q5,Mënsch,PER
Q28921,Hanna Schygulla,däitsch Schauspillerin,Q5,Mënsch,PER
Q28937,Alexis Claude Clairaut,franséische Mathematiker,Q5,Mënsch,PER
Q29002,Félix Tisserand,franséischen Astronom,Q5,Mënsch,PER
Q29032,Miloš Zeman,"tschechesche Politiker, Ministerpresident (1998-2002) a Staatspresident (2013-2023) vun Tschechien",Q5,Mënsch,PER
Q29092,Desmond Llewelyn,brittesche Schauspiller,Q5,Mënsch,PER
Q29179,Francisco Franco,spuenesche Politiker a Generol,Q5,Mënsch,PER
Q29207,Sauli Niinistö,finnesche Politiker a Jurist,Q5,Mënsch,PER
Q29213,Tarja Halonen,finnesch Politikerin,Q5,Mënsch,PER
Q29230,Martti Ahtisaari,finnesche Politiker an Diplomat,Q5,Mënsch,PER
Q29250,Bill Murray,"US-amerikanesche Schauspiller, Regisseur, Komödiant a Produzent",Q5,Mënsch,PER
Q29262,Andrzej Sypytkowski,polnesche Vëlossportler,Q5,Mënsch,PER
Q29419,Augusto De Luca,italieenesche Fotograf,Q5,Mënsch,PER
Q29487,Giulio Cesare Monteverdi,italieenesche Komponist,Q5,Mënsch,PER
Q29574,Beatrix vun Holland,Kinnigin vun Holland (1980-2013),Q5,Mënsch,PER
Q29577,Leonardo Vinci,italieenesche Komponist,Q5,Mënsch,PER
Q29767,Hubert Rouger,franséische Politiker,Q5,Mënsch,PER
Q30487,Michail Sergejewitsch Gorbatschow,sowjetesche resp. russesche Politiker,Q5,Mënsch,PER
Q30547,Mutter Teresa,albanesch Uerdensschwëster,Q5,Mënsch,PER
Q30587,Stan Getz,US-amerikaneschen Jazz-Museker,Q5,Mënsch,PER
Q30755,Auguste Rodin,franséische Sculpteur,Q5,Mënsch,PER
Q30875,Oscar Wilde,iresche Schrëftsteller,Q5,Mënsch,PER
Q31112,Bill Frist,amerikanesche Politiker,Q5,Mënsch,PER
Q31150,Savitree Amitrapai,Badmintonspillerin,Q5,Mënsch,PER
Q31220,Hans Jakob Christoffel von Grimmelshausen,däitsche Schrëftsteller,Q5,Mënsch,PER
Q31221,Evelyn Brent,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q31225,Mark Robson,kanadesche Filmregisseur a -produzent,Q5,Mënsch,PER
Q31292,Sam Spiegel,amerikanesche Filmproduzent,Q5,Mënsch,PER
Q31294,Anne V. Coates,brittesch Filmediteurin,Q5,Mënsch,PER
Q31353,Adèle Haenel,franséisch Schauspillerin,Q5,Mënsch,PER
Q31375,Joseph D. Early,amerikanesche Politiker,Q5,Mënsch,PER
Q31970,Brenda Strong,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q32045,Liam Hemsworth,australesche Schauspiller,Q5,Mënsch,PER
Q32055,Bernard Arnault,franséischen Industriellen,Q5,Mënsch,PER
Q32301,Yuri Trofimov,Russesche Vëlossportler,Q5,Mënsch,PER
Q32337,Lita Grey,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q32376,André Étienne d'Audebert de Férussac,franséische Politiker,Q5,Mënsch,PER
Q32408,Marie vu Brabant,Gräfin vun der Savoie,Q5,Mënsch,PER
Q32439,Stéphane Audran,franséisch Schauspillerin,Q5,Mënsch,PER
Q32522,Jennifer Aniston,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q32556,Antonio Candreva,italieenesche Foussballspiller,Q5,Mënsch,PER
Q32606,Nan Hayworth,amerikanesch Politikerin,Q5,Mënsch,PER
Q32608,Alice Belaïdi,franséisch Schauspillerin,Q5,Mënsch,PER
Q32620,Tulsi Gabbard,amerikanesch Politikerin,Q5,Mënsch,PER
Q32715,Bob Turner,amerikanesche Politiker,Q5,Mënsch,PER
Q32718,Richard L. Hanna,amerikanesche Politiker,Q5,Mënsch,PER
Q32722,Chris Gibson,amerikanesche Politiker,Q5,Mënsch,PER
Q32726,Michael Grimm,amerikanesche Politiker,Q5,Mënsch,PER
Q32732,Malala Yousafzai,pakistanesch Bloggerin a Kannerrechtsaktivistin,Q5,Mënsch,PER
Q32754,Atticus Shaffer,amerikanesche Schauspiller,Q5,Mënsch,PER
Q32927,Valery Leontiev,russesche Sänger,Q5,Mënsch,PER
Q33550,Friedrich II. vu Preisen,preisesche Kinnek,Q5,Mënsch,PER
Q33635,Hema Malini,"indesch Schauspillerin, Dänzerin a Politikerin",Q5,Mënsch,PER
Q33637,Marcel Reich-Ranicki,däitsche Publizist,Q5,Mënsch,PER
Q33760,Bertrand Russell,"brittesche Mathematiker a Philosoph, Nobelpräisdréier",Q5,Mënsch,PER
Q33817,Edmund Hillary,neiséilänneschen Biergkloterer,Q5,Mënsch,PER
Q33866,Theodore Roosevelt,President vun de Vereenegte Staate vun Amerika,Q5,Mënsch,PER
Q33923,Péitrus,Apostel Péitrus,Q5,Mënsch,PER
Q33977,Jules Verne,franséische Schrëftsteller,Q5,Mënsch,PER
Q33978,Robert Delaunay,franséische Moler,Q5,Mënsch,PER
Q34012,Marlon Brando,US-amerikanesche Schauspiller a Filmregisseur,Q5,Mënsch,PER
Q34076,Nathalia Dill,brasilianesch Filmschauspillerin,Q5,Mënsch,PER
Q34086,Justin Bieber,kanadesche Pop- an R&B-Sänger,Q5,Mënsch,PER
Q34105,Husni Mubarak,"egyptesche Politiker an Offizéier, fréiere President vun Egypten",Q5,Mënsch,PER
Q34189,Pablo Neruda,chileenesche Schrëftsteller,Q5,Mënsch,PER
Q34253,Linus Torvalds,finneschen Informatiker,Q5,Mënsch,PER
Q34296,Woodrow Wilson,amerikanesche Politiker,Q5,Mënsch,PER
Q34389,Whitney Houston,amerikanesch Sängerin a Schauspillerin,Q5,Mënsch,PER
Q34417,Felipe II. vu Spuenien,Kinnek vu Spuenien (1527-1598),Q5,Mënsch,PER
Q34436,Scarlett Johansson,US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q34448,Mahmud Ahmadinedschad,iranesche Politiker,Q5,Mënsch,PER
Q34453,Boris Nikolajewitsch Jelzin,"russesche Poltiker, éischte Staatspresident vun der Russescher Federatioun",Q5,Mënsch,PER
Q34458,Sergei Michailowitsch Nikolski,russesche Mathematiker,Q5,Mënsch,PER
Q34474,Alexander Issajewitsch Soljenizyn,russesche Schrëftsteller,Q5,Mënsch,PER
Q34529,Bela Lugosi,ungaresch-US-amerikanesche Schauspiller,Q5,Mënsch,PER
Q34580,Ichirō Mizuki,japanesche Sänger a Schauspiller,Q5,Mënsch,PER
Q34584,Anastacia,US-amerikanesch Sängerin a Lidderschreiwerin,Q5,Mënsch,PER
Q34597,James A. Garfield,amerikanesche Politiker,Q5,Mënsch,PER
Q34624,Giovanni Gabrieli,italieenesche Komponist,Q5,Mënsch,PER
Q34628,Gotthold Ephraim Lessing,däitsche Schrëftsteller,Q5,Mënsch,PER
Q34660,Joanne K. Rowling,englesch Schrëftstellerin,Q5,Mënsch,PER
Q34661,Gustav Klimt,éisträichesche Kënschtler,Q5,Mënsch,PER
Q34670,Albert Camus,franséische Schrëftsteller a Philosoph,Q5,Mënsch,PER
Q34743,Rudyard Kipling,"brittesche Schrëftsteller, Journalist an Nobelpräisdréier",Q5,Mënsch,PER
Q34816,Kathryn Bigelow,US-amerikanesch Filmregisseurin,Q5,Mënsch,PER
Q34836,Ulysses S. Grant,US-amerikanesche Politiker,Q5,Mënsch,PER
Q34851,Elizabeth Taylor,brittesch-US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q34933,Eric Hobsbawm,britteschen Historiker an Auteur,Q5,Mënsch,PER
Q34969,Benjamin Franklin,"US-amerikaneschen Drécker, Editeur, Schrëftsteller, Naturwëssenschaftler, Erfinder a Staatsmann",Q5,Mënsch,PER
Q34970,D. H. Lawrence,englesche Schrëftsteller,Q5,Mënsch,PER
Q35011,Frances Fisher,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q35041,William McKinley,US-amerikanesche Politiker,Q5,Mënsch,PER
Q35149,Wilhelm Conrad Röntgen,däitsche Physiker,Q5,Mënsch,PER
Q35171,Grover Cleveland,US-amerikanesche Politiker,Q5,Mënsch,PER
Q35236,Herbert Clark Hoover,US-amerikanesche Politiker,Q5,Mënsch,PER
Q35286,Warren G. Harding,amerikanesche Politiker,Q5,Mënsch,PER
Q35314,Nikita Sergejewitsch Chruschtschow,sowjetesche Politiker a Regierungschef,Q5,Mënsch,PER
Q35332,Brad Pitt,amerikanesche Schauspiller a Filmproduzent,Q5,Mënsch,PER
Q35358,Richard Norton,australesche Cascadeur a Schauspiller,Q5,Mënsch,PER
Q35498,Chester A. Arthur,US-amerikanesche Politiker,Q5,Mënsch,PER
Q35548,Paul Cézanne,franséische Moler,Q5,Mënsch,PER
Q35648,William Howard Taft,amerikanesche Politiker,Q5,Mënsch,PER
Q35678,Benjamin Harrison,amerikanesche Politiker,Q5,Mënsch,PER
Q35686,Rutherford B. Hayes,US-amerikanesche Politiker,Q5,Mënsch,PER
Q35721,Annette Schwarz,däitsch Schauspillerin,Q5,Mënsch,PER
Q35781,Audrey Bitoni,US-amerikanesch Pornofilm-Schauspillerin,Q5,Mënsch,PER
Q35786,Petr Nečas,tschechesche Politiker,Q5,Mënsch,PER
Q35912,Emmy Rossum,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q36014,Hồ Chí Minh,vietnameesesche Politiker,Q5,Mënsch,PER
Q36023,Calvin Coolidge,amerikanesche Politiker,Q5,Mënsch,PER
Q36105,Charles Bronson,US-amerikanesche Schauspiller,Q5,Mënsch,PER
Q36107,Mohamed Ali,US-amerikanesche Sportler,Q5,Mënsch,PER
Q36153,Beyoncé,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q36233,Václav Havel,tschechesche Schrëftsteller a President,Q5,Mënsch,PER
Q36268,Brigitte Bardot,franséisch Schauspillerin,Q5,Mënsch,PER
Q36290,Diana Ross,US-amerikanesch Sängerin a Schauspillerin,Q5,Mënsch,PER
Q36301,Anne Hathaway,US-amerikanesch Filmschauspillerin,Q5,Mënsch,PER
Q36305,Alessandro Matri,italieenesche Foussballspiller,Q5,Mënsch,PER
Q36322,Jane Austen,brittesch Schauspillerin,Q5,Mënsch,PER
Q36330,Giordano Bruno,italieenesche Philosoph an Dichter,Q5,Mënsch,PER
Q36488,Guglielmo Marconi,"italieenesche Radiopionéier, Entreprener an Nobelpräisdréier",Q5,Mënsch,PER
Q36517,Francis Drake,engleschen Admirol,Q5,Mënsch,PER
Q36591,Vladimir Nabokov,russesch-amerikanesche Schrëftsteller,Q5,Mënsch,PER
Q36620,Tycho Brahe,däneschen Astronom,Q5,Mënsch,PER
Q36661,Henrik Ibsen,norwegeschen Dichter an Dramatiker,Q5,Mënsch,PER
Q36812,William vu Cambridge,britteschen Trounfollger aus dem Haus Windsor,Q5,Mënsch,PER
Q36844,Rihanna,barbadesch Sängerin,Q5,Mënsch,PER
Q36949,Robert De Niro,US-amerikanesche Schauspiller,Q5,Mënsch,PER
Q36970,Jackie Chan,Schauspiller vun Hong Kong,Q5,Mënsch,PER
Q36980,George Peppard,amerikanesche Schauspiller (1928-1994),Q5,Mënsch,PER
Q37001,Toshirō Mifune,"japanesche Schauspiller, Filmregisseur an Dréibuchauteur",Q5,Mënsch,PER
Q37030,Thomas Mann,däitsche Schrëftsteller,Q5,Mënsch,PER
Q37060,José Saramago,"portugisesche Romanschrëftsteller, Lyriker, Essayist, Erzieler, Dramatiker an Dagebuchauteur",Q5,Mënsch,PER
Q37079,Tom Cruise,US-amerikanesche Schauspiller a Filmproduzent,Q5,Mënsch,PER
Q37150,Lana Del Rey,amerikanesch Sängerin a Komponistin,Q5,Mënsch,PER
Q37160,David Hume,schottesche Philosoph an Historiker,Q5,Mënsch,PER
Q37175,Johnny Depp,US-amerikanesche Schauspiller,Q5,Mënsch,PER
Q37181,Luiz Inácio Lula da Silva,brasilianesche Politiker,Q5,Mënsch,PER
Q37193,Robert Koch,däitsche Bakteriolog,Q5,Mënsch,PER
Q37278,Jean-Paul I.,Poopst,Q5,Mënsch,PER
Q37327,Samuel Beckett,iresche Schrëfsteller,Q5,Mënsch,PER
Q37391,Robert Fournier-Sarlovèze,franséische Politiker,Q5,Mënsch,PER
Q37463,Pierre Curie,franséische Physiker a Cheemiker,Q5,Mënsch,PER
Q37577,Jean Calvin,franséischen Theolog a Reformator,Q5,Mënsch,PER
Q37594,William I. vun England,Herzog vun der Normandie an Kinek von England,Q5,Mënsch,PER
Q37610,David Ben-Gurion,israeelesche Politiker,Q5,Mënsch,PER
Q37615,Luciano Pavarotti,italieeneschen Tenor-Sänger,Q5,Mënsch,PER
Q37621,Thomas Hobbes,"englesche Mathematiker, Staatstheoreetiker a Philosoph",Q5,Mënsch,PER
Q37628,Mila Kunis,US-amerikanesch Schauspillerin a Synchronspriecherin,Q5,Mënsch,PER
Q37693,Paul Gauguin,franséische Moler,Q5,Mënsch,PER
Q37876,Natalie Portman,israeelesch-US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q37944,Masiela Lusha,albanesch-US-amerikanesch Schauspillerin a Schrëftstellerin,Q5,Mënsch,PER
Q37979,Akihito,japanesche Keeser,Q5,Mënsch,PER
Q38049,Herta Müller,däitsch Schrëftstellerin,Q5,Mënsch,PER
Q38111,Leonardo DiCaprio,amerikanesche Schauspiller a Filmproduzent,Q5,Mënsch,PER
Q38119,Daniel Radcliffe,englesche Schauspiller,Q5,Mënsch,PER
Q38193,Arthur Schopenhauer,däitsche Philosoph,Q5,Mënsch,PER
Q38222,George Lucas,"US-amerikanesche Filmregisseur, Filmproduzent an Dréibuchauteur",Q5,Mënsch,PER
Q38257,Enya,iresch Sängerin,Q5,Mënsch,PER
Q38302,Wolf Albach-Retty,éisträichesche Schauspiller,Q5,Mënsch,PER
Q38337,Alexandre Dumas,franséische Schrëftsteller,Q5,Mënsch,PER
Q38370,Henry VIII.,Kinnek vun England,Q5,Mënsch,PER
Q38392,William Faulkner,US-amerikanesche Schrëftsteller,Q5,Mënsch,PER
Q38484,Romano Prodi,italieeneschen Ekonomist a Politiker,Q5,Mënsch,PER
Q38554,Dominique Pinon,franséische Schauspiller,Q5,Mënsch,PER
Q38573,Walter Jens,"däitsche Philolog, Literaturkritiker a Schrëftsteller",Q5,Mënsch,PER
Q38757,Bertolt Brecht,däitsche Schrëftsteller a Regisseur,Q5,Mënsch,PER
Q38802,Adelaide Ferreira,portugisesch Schauspillerin,Q5,Mënsch,PER
Q39057,Ramon Humbert,lëtzebuergesche Liichtathleet an Olympionik,Q5,Mënsch,PER
Q39212,John Steinbeck,US-amerikanesche Schrëftsteller,Q5,Mënsch,PER
Q39246,Richard Feynman,US-amerikanesche Physiker,Q5,Mënsch,PER
Q39311,Pat McCrory,amerikanesche Politiker,Q5,Mënsch,PER
Q39319,Jean Françaix,franséische Komponist a Pianist,Q5,Mënsch,PER
Q39476,Emma Watson,brittesch Schauspillerin,Q5,Mënsch,PER
Q39524,Gamal Abdel Nasser,egyptesche Politiker,Q5,Mënsch,PER
Q39562,Michael Phelps,US-amerikanesche Schwëmmer,Q5,Mënsch,PER
Q39593,Butch Otter,amerikanesche Politiker,Q5,Mënsch,PER
Q39599,Christiaan Huygens,"hollänneschen Astronom, Mathematiker a Physiker",Q5,Mënsch,PER
Q39607,Antoine Lavoisier,"franséische Cheemiker, Philosoph an Ekonomist",Q5,Mënsch,PER
Q39609,Terry Branstad,amerikanesche Politiker,Q5,Mënsch,PER
Q39659,Jacques Santer,lëtzebuergesche Politiker,Q5,Mënsch,PER
Q39666,Penélope Cruz,spuenesch Schauspillerin,Q5,Mënsch,PER
Q39718,Bob Kerrey,amerikanesche Politiker,Q5,Mënsch,PER
Q39792,Jack Nicholson,US-amerikanesche Schauspiller,Q5,Mënsch,PER
Q39931,Pierre-Auguste Renoir,franséische Moler,Q5,Mënsch,PER
Q39972,Ed Lauter,US-amerikanesche Schauspiller,Q5,Mënsch,PER
Q39982,Bud Cort,"US-amerikanesche Schauspiller, Filmregisseur an Dréibuchauteur",Q5,Mënsch,PER
Q40026,Sylvester Stallone,amerikanesche Schauspiller,Q5,Mënsch,PER
Q40096,Will Smith,"US-amerikanesche Schauspiller, Filmproduzent a Rapper",Q5,Mënsch,PER
Q40103,Toby Stephens,brittesche Schauspiller,Q5,Mënsch,PER
Q40143,Janeane Garofalo,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q40213,William Butler Yeats,ireschen Dichter,Q5,Mënsch,PER
Q40248,Julie Bowen,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q41131,Melvin Frank,amerikanesche Regisseur,Q5,Mënsch,PER
Q41136,Arthur Penn,US-amerikanesche Filmregisseur a -produzent,Q5,Mënsch,PER
Q41142,Jane Fonda,US-amerikanesch Schauspillerin an politesch Aktivistin,Q5,Mënsch,PER
Q41148,Martin Scorsese,"US-amerikanesche Schauspiller, Filmregisseur, Filmproduzent an Auteur",Q5,Mënsch,PER
Q41155,Heraklit,griichesche Philosoph,Q5,Mënsch,PER
Q41163,Al Pacino,"US-amerikanesche Schauspiller, Filmregisseur a Filmproduzent",Q5,Mënsch,PER
Q41173,Demi Lovato,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q41178,Haile Selassie I. vun Ethiopien,Regent vu Ethiopien an de leschte Keeser vun Abessinien,Q5,Mënsch,PER
Q41233,Timothy Dalton,brittesche Schauspiller,Q5,Mënsch,PER
Q41239,K. E. Ziolkowski,sowjetesche Raumfaartpionéier,Q5,Mënsch,PER
Q41269,Henri Becquerel,franséische Physiker,Q5,Mënsch,PER
Q41284,John Dalton,brittesche Cheemiker an Naturwëssenschaftler,Q5,Mënsch,PER
Q41314,Bobby Fischer,US-amerikanesche Schachspiller,Q5,Mënsch,PER
Q41351,Jodie Foster,US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q41406,Edvard Munch,norwegesche Moler,Q5,Mënsch,PER
Q41421,Michael Jordan,US-amerikanesche Basketballspiller,Q5,Mënsch,PER
Q41555,Jacques Offenbach,franséische Komponist an Museker,Q5,Mënsch,PER
Q41563,Julia Gillard,australesch Politikerin,Q5,Mënsch,PER
Q40337,Sandra Oh,kanadesch Schauspillerin,Q5,Mënsch,PER
Q40475,Joan Crawford,US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q40523,Julia Roberts,US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q40531,John Wayne,"US-amerikanesche Filmschauspiller, Filmproduzent a -regisseur",Q5,Mënsch,PER
Q40572,Heath Ledger,australesche Schauspiller,Q5,Mënsch,PER
Q40589,Keith Ellison,amerikanesche Politiker,Q5,Mënsch,PER
Q40628,Tammy Baldwin,amerikanesch Politikerin,Q5,Mënsch,PER
Q40640,Ray Bradbury,US-amerikanesche Schrëftsteller an Dréibuchauteur,Q5,Mënsch,PER
Q40646,Géza von Bolváry,ungaresche Schauspiller,Q5,Mënsch,PER
Q40715,Jennifer Lopez,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q40722,Dilma Rousseff,brasilianesch Politikerin,Q5,Mënsch,PER
Q40791,Sandra Bullock,US-amerikanesch Schauspillerin a Filmproduzentin,Q5,Mënsch,PER
Q40852,Edward Jenner,engleschen Dokter an Immunolog,Q5,Mënsch,PER
Q40874,Doris Lessing,brittesch Schrëfstellerin,Q5,Mënsch,PER
Q40904,Werner Heisenberg,däitsche Physiker,Q5,Mënsch,PER
Q40909,Virginia Woolf,brittesch Schrëftstellerin,Q5,Mënsch,PER
Q40912,Frank Sinatra,US-amerikanesche Sänger a Schauspiller an Entertainer,Q5,Mënsch,PER
Q40933,Eva Perón,argentinesch First Lady,Q5,Mënsch,PER
Q40939,Aischylos,griicheschen Tragediendichter,Q5,Mënsch,PER
Q41034,Julie Adams,US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q41042,Harold Pinter,"britteschen Theaterschrëftsteller, Dréibuchauteur a Regisseur",Q5,Mënsch,PER
Q41074,Ram Narayan,indesche Museker,Q5,Mënsch,PER
Q41076,Mariah Carey,US-amerikanesch Sängerin,Q5,Mënsch,PER
Q41117,Kim Il-sung,nordkoreanesche Politiker,Q5,Mënsch,PER
Q41594,Christina Aguilera,amerikanesch Schauspillerin,Q5,Mënsch,PER
Q41617,Liu Xiaobo,chineesesche Schrëftsteller an Dissident,Q5,Mënsch,PER
Q41871,Paul Newman,US-amerikanesche Schauspiller,Q5,Mënsch,PER
Q41921,Rosa Parks,US-amerikanesch Biergerrechtlerin,Q5,Mënsch,PER
Q43303,Malcolm X,US-amerikanescher Leader vun der Bierrgerrechtsbeweegung,Q5,Mënsch,PER
Q43353,Aristophanes,algriicheschen Dramaturg,Q5,Mënsch,PER
Q43357,Gabriel Roucaute,franséische Politiker,Q5,Mënsch,PER
Q43358,Joseph Ranquet,franséische Politiker,Q5,Mënsch,PER
Q43364,Charles Berthézenne,franséische Politiker,Q5,Mënsch,PER
Q43372,Gilberte Roca,franséische Politiker,Q5,Mënsch,PER
Q43393,Robert Boyle,iresche Physiker a Cheemiker,Q5,Mënsch,PER
Q43416,Keanu Reeves,"kanadesche Schauspiller, Filmproduzent a Filmregisseur",Q5,Mënsch,PER
Q43444,Gustave Flaubert,franséischen Auteur,Q5,Mënsch,PER
Q43476,Amedeo Avogadro,italieenesche Physiker a Cheemiker,Q5,Mënsch,PER
Q43499,Erasmus vu Rotterdam,"hollännesche Philolog, Philosoph an Theolog",Q5,Mënsch,PER
Q43523,Gerhart Hauptmann,däitsche Schrëftsteller,Q5,Mënsch,PER
Q43600,Théiwes,"Auteur vum Matthäus-Evangelium, Apostel, Hellegen",Q5,Mënsch,PER
Q43666,Thomas Müller,däitsche Foussballspiller,Q5,Mënsch,PER
Q43669,Thommes,"Apostel, Hellegen",Q5,Mënsch,PER
Q43682,Philipp Lahm,däitsche Foussballspiller,Q5,Mënsch,PER
Q43697,Jean Reno,franséische Schauspiller,Q5,Mënsch,PER
Q43736,Yasunari Kawabata,japanesche Schrëftsteller,Q5,Mënsch,PER
Q43744,Gerd Müller,däitsche Foussballspiller,Q5,Mënsch,PER
Q42013,Anwar as-Sadat,egyptesche Politiker,Q5,Mënsch,PER
Q42037,Jean-Marie Gustave Le Clézio,franséische Schrëftsteller,Q5,Mënsch,PER
Q42101,Denzel Washington,"US-amerikanesche Schauspiller, Regisseur a Produzent",Q5,Mënsch,PER
Q42122,Tomas Tranströmer,schweedesche Lyriker,Q5,Mënsch,PER
Q42207,Michelangelo Merisi da Caravaggio,italieenesche Moler,Q5,Mënsch,PER
Q42230,John Bonacic,amerikanesche Politiker,Q5,Mënsch,PER
Q42311,Sebastian Vettel,däitsche Formel-1-Pilot,Q5,Mënsch,PER
Q42323,Pius XI.,259. Poopst vun der kathoulescher Kierch,Q5,Mënsch,PER
Q42335,Martin Weinek,éisträicheschen Theater- a Filmschauspiller,Q5,Mënsch,PER
Q42402,Andrea Bocelli,italieenesche Sänger,Q5,Mënsch,PER
Q42410,Evo Morales,bolivianesche Politiker a President,Q5,Mënsch,PER
Q42443,Anatole France,franséische Schrëftsteller,Q5,Mënsch,PER
Q42455,Björk Guðmundsdóttir,islännesch Sängerin,Q5,Mënsch,PER
Q42458,Anaximander,Philisoph,Q5,Mënsch,PER
Q42493,Katy Perry,US-amerikanesch Sängerin a Songwriterin,Q5,Mënsch,PER
Q42544,Thomas Morus,"englesche Jurist, Staatsmann, Historiker an Humanist",Q5,Mënsch,PER
Q42552,Wisława Szymborska,polnesch Lyrikerin an Essayistin,Q5,Mënsch,PER
Q42574,James Cameron,"kanadesche Filmregisseur, Filmproduzent an Dréibuchauteur",Q5,Mënsch,PER
Q42581,Keira Knightley,brittesch Schauspillerin,Q5,Mënsch,PER
Q42596,Frédéric Mistral,franséischen Dichter a Linguist,Q5,Mënsch,PER
Q42745,Rita Hayworth,US-amerikanesch Schauspillerin,Q5,Mënsch,PER
Q42747,Heinrich Böll,däitsche Schrëftstller,Q5,Mënsch,PER
Q42775,Johnny Cash,"US-amerikanesche Komponist, Sänger, Lidderschreiwer, Museker, Entertainer a Filmschauspiller",Q5,Mënsch,PER
Q42786,Audrey Hepburn,brittesch Schauspillerin,Q5,Mënsch,PER
Q42831,Iwan Sergejewitsch Turgenew,russesche Schrëftsteller an Dramatiker,Q5,Mënsch,PER
Q42838,Leif Eriksson,islänneschen Entdecker,Q5,Mënsch,PER
